name,aggmiv,max20aggmiv,kalaggmiv,aggoev,max30aggoev,kalaggoev,kernmiv,max30miv,kalkernmiv,kernoev,max40oev,kalkernoev,lat,lon,x,y
Willisau Land LU,22,1.1,1,37,1.23,1,51,1.7,1,88,2.2,1,,,,
Willisau Stadt LU,19,0.95,0.95,51,1.7,1,48,1.6,1,103,2.575,1,,,,
Zell LU,16,0.8,0.8,32,1.07,1,42,1.4,1,80,2,1,47.13538360595703,7.925986289978027,220603.765625,636972.875
Altdorf UR,21,1.05,1,38,1.27,1,49,1.63,1,87,2.175,1,46.886722564697266,8.638279914855957,193543.296875,691430.125
Andermatt UR,38,1.9,1,81,2.7,1,66,2.2,1,115,2.875,1,46.62090301513672,8.626269340515137,163982.625,690962.0625
Attinghausen UR,23,1.15,1,52,1.73,1,51,1.7,1,99,2.475,1,46.82568359375,8.515727043151855,186622.984375,682183.5625
Bauen UR,29,1.45,1,58,1.93,1,56,1.87,1,124,3.1,1,46.930694580078125,8.579829216003418,198364.875,686904.625
Bürglen UR,25,1.25,1,47,1.57,1,53,1.77,1,100,2.5,1,46.89520263671875,8.690154075622559,194547.75,695368.3125
Erstfeld UR,23,1.15,1,37,1.23,1,52,1.73,1,77,1.925,1,46.81271743774414,8.60099983215332,185274.671875,688710.9375
Flüelen UR,17,0.85,0.85,29,0.97,0.97,45,1.5,1,69,1.725,1,46.912471771240234,8.64321517944336,196411.328125,691762.25
Göschenen UR,34,1.7,1,62,2.07,1,63,2.1,1,96,2.4,1,46.667579650878906,8.518224716186523,169051.234375,682616
Gurtnellen UR,31,1.55,1,59,1.97,1,60,2,1,101,2.525,1,46.735626220703125,8.629151344299316,176737.6875,690989.25
Hospental UR,40,2,1,99,3.3,1,66,2.2,1,133,3.325,1,46.60647964477539,8.56264591217041,162307.625,686112.375
Isenthal UR,31,1.55,1,69,2.3,1,59,1.97,1,103,2.575,1,46.88422393798828,8.528032302856445,193143,683032.125
Realp UR,44,2.2,1,105,3.5,1,70,2.33,1,142,3.55,1,46.577308654785156,8.46572494506836,158963.234375,678729.9375
Schattdorf UR,23,1.15,1,47,1.57,1,51,1.7,1,89,2.225,1,46.851016998291016,8.661877632141113,189602.234375,693290.3125
Seedorf UR,21,1.05,1,40,1.33,1,49,1.63,1,83,2.075,1,46.879459381103516,8.600770950317383,192693.265625,688583.5625
Seelisberg UR,18,0.9,0.9,46,1.53,1,53,1.77,1,137,3.425,1,46.95790100097656,8.579933166503906,201389.046875,686868.5625
Silenen UR,28,1.4,1,53,1.77,1,57,1.9,1,96,2.4,1,46.77143096923828,8.749990463256836,180864.515625,700157.5
Sisikon UR,12,0.6,0.6,22,0.73,0.73,40,1.33,1,68,1.7,1,46.9338264465332,8.648274421691895,198791.046875,692111.0625
Spiringen UR,38,1.9,1,68,2.27,1,66,2.2,1,115,2.875,1,46.88001251220703,8.908049583435059,193147.5625,712002.1875
Unterschächen UR,31,1.55,1,74,2.47,1,59,1.97,1,122,3.05,1,46.86445617675781,8.805061340332031,191276.375,704183.125
Wassen UR,33,1.65,1,74,2.47,1,61,2.03,1,116,2.9,1,46.7286491394043,8.518365859985352,175839.84375,682533.3125
Einsiedeln SZ,0,0,0,0,0,0,27,0.9,0.9,42,1.05,1,47.12057113647461,8.776015281677246,219706.8125,701483.4375
Gersau SZ,14,0.7,0.7,23,0.77,0.77,41,1.37,1,81,2.025,1,47.00202178955078,8.526091575622559,206235.640625,682702.75
Feusisberg SZ,11,0.55,0.55,12,0.4,0.4,20,0.67,0.67,32,0.8,0.8,47.172359466552734,8.724800109863281,225398.46875,697503.125
Freienbach SZ,10,0.5,0.5,8,0.27,0.27,20,0.67,0.67,29,0.725,0.73,47.198158264160156,8.765564918518066,228317.890625,700544.625
Wollerau SZ,12,0.6,0.6,17,0.57,0.57,18,0.6,0.6,29,0.725,0.73,47.18595504760742,8.697076797485352,226875.9375,695377.375
Küssnacht am Rigi SZ,11,0.55,0.55,12,0.4,0.4,26,0.87,0.87,54,1.35,1,,,,
Altendorf SZ,5,0.25,0.25,4,0.13,0.13,24,0.8,0.8,33,0.825,0.83,47.171897888183594,8.825478553771973,225477.515625,705135.625
Galgenen SZ,6,0.3,0.3,8,0.27,0.27,23,0.77,0.77,54,1.35,1,47.16756057739258,8.873517036437988,225060.875,708785.75
Innerthal SZ,16,0.8,0.8,39,1.3,1,34,1.13,1,75,1.875,1,47.06932830810547,8.922168731689453,214210.15625,712680.3125
Lachen SZ,0,0,0,0,0,0,24,0.8,0.8,31,0.775,0.78,47.19697189331055,8.854264259338379,228303.53125,707267.25
Reichenburg SZ,11,0.55,0.55,10,0.33,0.33,29,0.97,0.97,45,1.125,1,47.15996551513672,8.97163200378418,224357.03125,716239.875
Schübelbach SZ,10,0.5,0.5,8,0.27,0.27,28,0.93,0.93,37,0.925,0.93,47.1498908996582,8.922100067138672,223164.96875,712505.75
Tuggen SZ,10,0.5,0.5,20,0.67,0.67,29,0.97,0.97,60,1.5,1,47.20047378540039,8.939414024353027,228812.8125,713711.125
Vorderthal SZ,13,0.65,0.65,31,1.03,1,31,1.03,1,66,1.65,1,47.12555694580078,8.894679069519043,220421.421875,710476.625
Wangen SZ,7,0.35,0.35,4,0.13,0.13,26,0.87,0.87,37,0.925,0.93,47.19526290893555,8.888120651245117,228160.234375,709835.9375
Alpthal SZ,9,0.45,0.45,16,0.53,0.53,33,1.1,1,69,1.725,1,47.056846618652344,8.7124605178833,212543.171875,696776.25
Arth SZ,12,0.6,0.6,18,0.6,0.6,31,1.03,1,39,0.975,0.98,47.0581169128418,8.529009819030762,212474.375,682838
Illgau SZ,11,0.55,0.55,15,0.5,0.5,44,1.47,1,85,2.125,1,46.997398376464844,8.735696792602539,205963.78125,698650.625
Ingenbohl SZ,10,0.5,0.5,12,0.4,0.4,38,1.27,1,56,1.4,1,47.00182342529297,8.59485149383545,206288.1875,687931.9375
Lauerz SZ,9,0.45,0.45,13,0.43,0.43,32,1.07,1,54,1.35,1,47.02785873413086,8.5866060256958,209173.171875,687262.625
Morschach SZ,12,0.6,0.6,22,0.73,0.73,40,1.33,1,77,1.925,1,46.97243118286133,8.64877986907959,203082.96875,692083.375
Muotathal SZ,12,0.6,0.6,19,0.63,0.63,45,1.5,1,89,2.225,1,46.95656967163086,8.826872825622559,201544.25,705664.8125
Oberiberg SZ,15,0.75,0.75,26,0.87,0.87,39,1.3,1,84,2.1,1,47.03202438354492,8.769874572753906,209856.140625,701184.5625
Riemenstalden SZ,17,0.85,0.85,53,1.77,1,45,1.5,1,106,2.65,1,46.939369201660156,8.706245422363281,199477.03125,696515.0625
Rothenthurm SZ,13,0.65,0.65,17,0.57,0.57,29,0.97,0.97,64,1.6,1,47.096221923828125,8.679913520812988,216880.421875,694234.5
Sattel SZ,11,0.55,0.55,16,0.53,0.53,34,1.13,1,57,1.425,1,47.08161544799805,8.627412796020508,215195.078125,690273.6875
Schwyz SZ,0,0,0,0,0,0,36,1.2,1,63,1.575,1,47.02581787109375,8.655725479125977,209025.625,692519.75
Steinen SZ,7,0.35,0.35,12,0.4,0.4,35,1.17,1,57,1.425,1,47.051639556884766,8.612422943115234,211845.828125,689185.3125
Steinerberg SZ,13,0.65,0.65,29,0.97,0.97,33,1.1,1,52,1.3,1,47.06580352783203,8.581914901733398,213386.046875,686844.5625
Unteriberg SZ,14,0.7,0.7,19,0.63,0.63,38,1.27,1,75,1.875,1,47.04119873046875,8.838665962219238,210967.125,706394.4375
Alpnach OW,11,0.55,0.55,20,0.67,0.67,41,1.37,1,76,1.9,1,46.95023727416992,8.228909492492676,200208.734375,660160.4375
Engelberg OW,21,1.05,1,31,1.03,1,58,1.93,1,113,2.825,1,46.81886291503906,8.428874969482422,185777.6875,675566.5625
Giswil OW,22,1.1,1,38,1.27,1,53,1.77,1,93,2.325,1,46.836395263671875,8.120636940002441,187475.8125,652028.3125
Kerns OW,12,0.6,0.6,19,0.63,0.63,46,1.53,1,97,2.425,1,46.84333801269531,8.31120777130127,188391.78125,666557.375
Lungern OW,25,1.25,1,51,1.7,1,56,1.87,1,103,2.575,1,46.787269592285156,8.157350540161133,182040.125,654879
Sachseln OW,15,0.75,0.75,35,1.17,1,46,1.53,1,98,2.45,1,46.83530807495117,8.242966651916504,187443.484375,661361.5
Sarnen OW,16,0.8,0.8,29,0.97,0.97,47,1.57,1,84,2.1,1,46.89379119873047,8.186771392822266,193902.234375,657012.5625
Beckenried NW,10,0.5,0.5,18,0.6,0.6,46,1.53,1,106,2.65,1,46.9445686340332,8.45763111114502,199778.953125,677579.4375
Buochs NW,6,0.3,0.3,12,0.4,0.4,42,1.4,1,101,2.525,1,46.964508056640625,8.422685623168945,201961.75,674891.25
Dallenwil NW,8,0.4,0.4,5,0.17,0.17,45,1.5,1,89,2.225,1,46.91400146484375,8.368818283081055,196297.15625,670858.5
Emmetten NW,12,0.6,0.6,34,1.13,1,48,1.6,1,125,3.125,1,46.952415466308594,8.524399757385254,200719.609375,682650.375
Ennetbürgen NW,7,0.35,0.35,11,0.37,0.37,43,1.43,1,101,2.525,1,46.99471664428711,8.420893669128418,205317.796875,674712.875
Ennetmoos NW,10,0.5,0.5,9,0.3,0.3,48,1.6,1,98,2.45,1,46.94655227661133,8.323064804077148,199875.421875,667332.5
Hergiswil NW,9,0.45,0.45,10,0.33,0.33,36,1.2,1,71,1.775,1,46.98624801635742,8.289565086364746,204260.078125,664734.4375
Oberdorf NW,4,0.2,0.2,21,0.7,0.7,42,1.4,1,83,2.075,1,46.94412612915039,8.399272918701172,199674.015625,673137.25
Stans NW,0,0,0,0,0,0,40,1.33,1,83,2.075,1,46.956642150878906,8.360803604125977,201029.921875,670192.3125
Stansstad NW,5,0.25,0.25,13,0.43,0.43,38,1.27,1,93,2.325,1,46.99159240722656,8.36234188079834,204916.640625,670263.5625
Wolfenschiessen NW,10,0.5,0.5,13,0.43,0.43,48,1.6,1,95,2.375,1,46.851566314697266,8.35058307647705,189340.546875,669550.0625
Betschwanden GL,33,1.65,1,69,2.3,1,51,1.7,1,90,2.25,1,46.94562530517578,9.025995254516602,200615.046875,720843.5625
Bilten GL,14,0.7,0.7,15,0.5,0.5,31,1.03,1,50,1.25,1,47.152122497558594,9.030179023742676,223573.75,720696.3125
Braunwald GL,42,2.1,1,73,2.43,1,59,1.97,1,94,2.35,1,46.93965148925781,8.999074935913086,199910.296875,718807.625
Diesbach GL,33,1.65,1,71,2.37,1,50,1.67,1,91,2.275,1,46.953330993652344,9.032760620117188,201482.203125,721341.125
Elm GL,42,2.1,1,72,2.4,1,59,1.97,1,107,2.675,1,46.91831970214844,9.169629096984863,197811.609375,731843.375
Engi GL,34,1.7,1,60,2,1,51,1.7,1,95,2.375,1,46.9829216003418,9.15323257446289,204964.40625,730437.8125
Ennenda GL,25,1.25,1,34,1.13,1,42,1.4,1,68,1.7,1,47.03366470336914,9.078803062438965,210483.140625,724658.5625
Filzbach GL,22,1.1,1,43,1.43,1,39,1.3,1,79,1.975,1,47.12112808227539,9.127065658569336,220282.328125,728116.8125
Glarus GL,23,1.15,1,30,1,1,40,1.33,1,63,1.575,1,47.024967193603516,8.974221229553223,209355.484375,716729.9375
Haslen GL,31,1.55,1,61,2.03,1,48,1.6,1,82,2.05,1,47.122154235839844,9.044599533081055,220265.109375,721857.9375
Hätzingen GL,32,1.6,1,67,2.23,1,50,1.67,1,88,2.2,1,46.958316802978516,9.038725852966309,202045.5625,721783.75
Leuggelbach GL,31,1.55,1,63,2.1,1,48,1.6,1,84,2.1,1,46.97761154174805,9.04577922821045,204201.21875,722276.5625
Linthal GL,37,1.85,1,75,2.5,1,54,1.8,1,96,2.4,1,46.91873550415039,8.99759292602539,197583.09375,718741
Luchsingen GL,32,1.6,1,65,2.17,1,49,1.63,1,86,2.15,1,46.967376708984375,9.037073135375977,203050.140625,721637.4375
Matt GL,36,1.8,1,67,2.23,1,53,1.77,1,102,2.55,1,47.119873046875,9.1281156539917,220144.765625,728199.5
Mitlödi GL,27,1.35,1,38,1.27,1,44,1.47,1,71,1.775,1,47.0102653503418,9.080936431884766,207885.8125,724875.125
Mollis GL,17,0.85,0.85,23,0.77,0.77,34,1.13,1,55,1.375,1,47.1021842956543,9.076213836669922,218094.96875,724302.75
Mühlehorn GL,21,1.05,1,40,1.33,1,38,1.27,1,59,1.475,1,47.11703109741211,9.172566413879395,219902.265625,731578.875
Näfels GL,16,0.8,0.8,24,0.8,0.8,33,1.1,1,56,1.4,1,47.099273681640625,9.063029289245605,217750.875,723308.8125
Netstal GL,21,1.05,1,26,0.87,0.87,38,1.27,1,59,1.475,1,47.062171936035156,9.054594993591309,213613.671875,722753.625
Nidfurn GL,30,1.5,1,61,2.03,1,47,1.57,1,82,2.05,1,46.987220764160156,9.057198524475098,205286.8125,723123.25
Niederurnen GL,16,0.8,0.8,25,0.83,0.83,34,1.13,1,54,1.35,1,47.12535858154297,9.052366256713867,220633.53125,722439.875
Oberurnen GL,17,0.85,0.85,21,0.7,0.7,34,1.13,1,55,1.375,1,47.113861083984375,9.060220718383789,219367.765625,723062.125
Obstalden GL,22,1.1,1,60,2,1,40,1.33,1,81,2.025,1,47.11727523803711,9.15035343170166,219892.65625,729893
Riedern GL,21,1.05,1,46,1.53,1,39,1.3,1,76,1.9,1,47.049720764160156,9.051663398742676,212225.1875,722559.4375
Rüti GL,35,1.75,1,71,2.37,1,53,1.77,1,92,2.3,1,47.11695098876953,9.152952194213867,219860.75,730090.9375
Schwanden GL,28,1.4,1,42,1.4,1,45,1.5,1,75,1.875,1,46.99427032470703,9.074783325195312,206098.09375,724444.375
Schwändi GL,28,1.4,1,66,2.2,1,45,1.5,1,94,2.35,1,47.11638259887695,9.046955108642578,219627.234375,722049.75
Sool GL,28,1.4,1,68,2.27,1,45,1.5,1,96,2.4,1,46.94440841674805,9.215871810913086,200789.84375,735299.3125
Baar ZG,8,0.4,0.4,10,0.33,0.33,22,0.73,0.73,22,0.55,0.55,47.18728256225586,8.532381057739258,226836.171875,682894
Cham ZG,11,0.55,0.55,14,0.47,0.47,20,0.67,0.67,39,0.975,0.98,47.200592041015625,8.4471435546875,228229.296875,676415.25
Hünenberg ZG,13,0.65,0.65,22,0.73,0.73,23,0.77,0.77,49,1.225,1,47.20127487182617,8.413552284240723,228273.15625,673869.25
Menzingen ZG,10,0.5,0.5,19,0.63,0.63,23,0.77,0.77,51,1.275,1,47.17658996582031,8.591798782348633,225712.3125,687414.3125
Neuheim ZG,13,0.65,0.65,31,1.03,1,23,0.77,0.77,48,1.2,1,47.2019157409668,8.579647064208984,228513.984375,686452.25
Oberägeri ZG,15,0.75,0.75,23,0.77,0.77,30,1,1,55,1.375,1,47.1278190612793,8.643245697021484,220349.296875,691397.0625
Risch ZG,14,0.7,0.7,12,0.4,0.4,24,0.8,0.8,36,0.9,0.9,47.14243698120117,8.451132774353027,221768.28125,676800.9375
Steinhausen ZG,9,0.45,0.45,16,0.53,0.53,20,0.67,0.67,44,1.1,1,47.19865417480469,8.484831809997559,228051.171875,679273.625
Unterägeri ZG,11,0.55,0.55,18,0.6,0.6,26,0.87,0.87,50,1.25,1,47.11878967285156,8.573957443237305,219267.34375,686154.9375
Walchwil ZG,11,0.55,0.55,18,0.6,0.6,33,1.1,1,47,1.175,1,47.10867691040039,8.527015686035156,218092.375,682608.5625
Zug ZG,0,0,0,0,0,0,25,0.83,0.83,27,0.675,0.68,47.15156173706055,8.521247863769531,222853.921875,682105
Aumont FR,23,1.15,1,40,1.33,1,31,1.03,1,91,2.275,1,46.79966354370117,6.848691463470459,183336.703125,554963.6875
Autavaux FR,23,1.15,1,54,1.8,1,32,1.07,1,93,2.325,1,46.865299224853516,6.877344131469727,190617,557203.3125
Bollion FR,22,1.1,1,49,1.63,1,35,1.17,1,83,2.075,1,46.81793212890625,6.827110767364502,185380.203125,553332.125
Bussy FR,23,1.15,1,40,1.33,1,28,0.93,0.93,77,1.925,1,46.835899353027344,6.8935136795043945,187340.09375,558413.375
Châbles FR,18,0.9,0.9,30,1,1,36,1.2,1,80,2,1,46.83171463012695,6.8011474609375,186928.421875,551363.3125
Chapelle (Broye) FR,28,1.4,1,48,1.6,1,30,1,1,82,2.05,1,46.67707443237305,6.998239040374756,169634,566303.3125
Châtillon FR,20,1,1,35,1.17,1,35,1.17,1,83,2.075,1,46.82978057861328,6.8308563232421875,186695.359375,553628.1875
Cheiry FR,25,1.25,1,66,2.2,1,26,0.87,0.87,66,1.65,1,46.75398254394531,6.844401836395264,178261.234375,554597.6875
Cheyres FR,14,0.7,0.7,12,0.4,0.4,32,1.07,1,53,1.325,1,46.817440032958984,6.778586387634277,185355.796875,549628.6875
Cugy FR,22,1.1,1,22,0.73,0.73,29,0.97,0.97,66,1.65,1,46.81026077270508,6.885771751403809,184494.203125,557802.6875
Delley FR,27,1.35,1,58,1.93,1,31,1.03,1,85,2.125,1,46.9244270324707,6.942413330078125,197156.765625,562206.25
Domdidier FR,18,0.9,0.9,41,1.37,1,24,0.8,0.8,43,1.075,1,46.86138916015625,7.018185615539551,190114.96875,567939.625
Dompierre FR,18,0.9,0.9,40,1.33,1,25,0.83,0.83,55,1.375,1,46.857696533203125,6.9912824630737305,189715.9375,565885.8125
Estavayer-le-Lac FR,20,1,1,16,0.53,0.53,30,1,1,59,1.475,1,46.855018615722656,6.8316450119018555,189500.28125,553710.125
Fétigny FR,22,1.1,1,39,1.3,1,31,1.03,1,73,1.825,1,46.79511260986328,6.910075664520264,182797.453125,559646.25
Font FR,17,0.85,0.85,34,1.13,1,32,1.07,1,84,2.1,1,46.83554458618164,6.8226318359375,187340.8125,553005.75
Forel FR,25,1.25,1,55,1.83,1,35,1.17,1,95,2.375,1,46.87604522705078,6.888249397277832,191806,558043.1875
Frasses FR,21,1.05,1,34,1.13,1,30,1,1,87,2.175,1,46.82685470581055,6.863564968109131,186351,556121.3125
Gletterens FR,26,1.3,1,58,1.93,1,30,1,1,92,2.3,1,46.91176986694336,6.924754619598389,195758.5625,560852.0625
Granges-de-Vesin FR,22,1.1,1,50,1.67,1,32,1.07,1,83,2.075,1,46.8104133605957,6.842155933380127,184535.703125,554473.875
Léchelles FR,14,0.7,0.7,20,0.67,0.67,27,0.9,0.9,50,1.25,1,46.83570861816406,7.029972076416016,187255.53125,568823.4375
Lully FR,23,1.15,1,46,1.53,1,32,1.07,1,83,2.075,1,46.82277297973633,6.849788188934326,185905.359375,555066.75
Mannens-Grandsivaz FR,18,0.9,0.9,45,1.5,1,30,1,1,81,2.025,1,,,,
Ménières FR,23,1.15,1,43,1.43,1,27,0.9,0.9,77,1.925,1,46.7855110168457,6.889991283416748,181740.640625,558105.4375
Montagny FR,18,0.9,0.9,24,0.8,0.8,30,1,1,54,1.35,1,46.804534912109375,6.986323833465576,183808.28125,565473.5
Montbrelloz FR,23,1.15,1,55,1.83,1,32,1.07,1,92,2.3,1,46.85346603393555,6.886724948883057,189296.5,557909.3125
Montet (Broye) FR,20,1,1,33,1.1,1,29,0.97,0.97,84,2.1,1,,,,
Morens FR,23,1.15,1,42,1.4,1,29,0.97,0.97,79,1.975,1,46.84410858154297,6.904278755187988,188246.984375,559240.875
Murist FR,21,1.05,1,54,1.8,1,31,1.03,1,82,2.05,1,46.79499816894531,6.810012340545654,182841.046875,552006.8125
Nuvilly FR,24,1.2,1,43,1.43,1,29,0.97,0.97,91,2.275,1,46.786224365234375,6.836572170257568,181850.078125,554027.0625
Portalban FR,26,1.3,1,60,2,1,30,1,1,90,2.25,1,46.9244270324707,6.942413330078125,197156.765625,562206.25
Praratoud FR,24,1.2,1,58,1.93,1,24,0.8,0.8,58,1.45,1,46.73397445678711,6.848081111907959,176035,554862
Prévondavaux FR,23,1.15,1,49,1.63,1,23,0.77,0.77,49,1.225,1,46.73163604736328,6.803340911865234,175801.671875,551440.375
Rueyres-les-Prés FR,25,1.25,1,44,1.47,1,31,1.03,1,79,1.975,1,46.856510162353516,6.911655902862549,189621.890625,559812.875
Russy FR,17,0.85,0.85,40,1.33,1,27,0.9,0.9,55,1.375,1,46.84186553955078,7.008376598358154,187948.796875,567179.6875
Saint-Aubin FR,22,1.1,1,54,1.8,1,26,0.87,0.87,78,1.95,1,46.891761779785156,6.982393741607666,193506.859375,565230.0625
Seiry FR,20,1,1,49,1.63,1,32,1.07,1,83,2.075,1,46.8127555847168,6.830416202545166,184803,553579.875
Sévaz FR,21,1.05,1,38,1.27,1,29,0.97,0.97,60,1.5,1,46.838504791259766,6.874807357788086,187640.0625,556988.4375
Surpierre FR,25,1.25,1,57,1.9,1,25,0.83,0.83,62,1.55,1,46.74319839477539,6.849587440490723,177059.34375,554984.8125
Vallon FR,24,1.2,1,59,1.97,1,28,0.93,0.93,80,2,1,46.8832893371582,6.953065872192383,192578.5,562989.1875
Vesin FR,24,1.2,1,38,1.27,1,33,1.1,1,90,2.25,1,46.809165954589844,6.874295711517334,184378.796875,556925.875
Villeneuve FR,25,1.25,1,55,1.83,1,25,0.83,0.83,64,1.6,1,46.74108123779297,6.8675312995910645,176813.71875,556354.375
Vuissens FR,18,0.9,0.9,56,1.87,1,24,0.8,0.8,88,2.2,1,46.73435974121094,6.7670063972473145,176127.859375,548665.6875
Auboranges FR,12,0.6,0.6,37,1.23,1,12,0.4,0.4,37,0.925,0.93,46.583499908447266,6.806283473968506,159332.671875,551532.25
Berlens FR,17,0.85,0.85,18,0.6,0.6,29,0.97,0.97,31,0.775,0.78,46.694644927978516,6.953248023986816,171607.703125,562873
Billens-Hennens FR,18,0.9,0.9,29,0.97,0.97,25,0.83,0.83,44,1.1,1,46.68659210205078,6.890688419342041,170744.15625,558081.6875
Bionnens FR,19,0.95,0.95,41,1.37,1,19,0.63,0.63,52,1.3,1,46.63623809814453,6.855616092681885,165166,555357
Chapelle (Glâne) FR,17,0.85,0.85,39,1.3,1,17,0.57,0.57,39,0.975,0.98,46.587650299072266,6.837600231170654,159775.0625,553936.0625
Le Châtelard FR,13,0.65,0.65,21,0.7,0.7,31,1.03,1,65,1.625,1,46.6741943359375,6.998666763305664,169313.65625,566334.1875
Châtonnaye FR,20,1,1,36,1.2,1,29,0.97,0.97,48,1.2,1,46.75004577636719,6.948827266693115,177768.484375,562573.4375
Chavannes-les-Forts FR,15,0.75,0.75,34,1.13,1,24,0.8,0.8,44,1.1,1,46.651729583740234,6.8976311683654785,166865,558586
Chavannes-sous-Orsonnens FR,19,0.95,0.95,38,1.27,1,31,1.03,1,58,1.45,1,46.7261962890625,6.992058753967285,175097.203125,565861.625
Les Ecasseys FR,15,0.75,0.75,33,1.1,1,22,0.73,0.73,46,1.15,1,46.6217155456543,6.909956932067871,163522,559507
Ecublens FR,14,0.7,0.7,29,0.97,0.97,14,0.47,0.47,29,0.725,0.73,46.6179084777832,6.80707311630249,163157.09375,551623.625
Esmonts FR,18,0.9,0.9,41,1.37,1,18,0.6,0.6,52,1.3,1,46.6419563293457,6.844269275665283,165808,554493
Estévenens FR,17,0.85,0.85,31,1.03,1,30,1,1,65,1.625,1,46.66897964477539,6.954224109649658,168754,562930
Gillarens FR,17,0.85,0.85,41,1.37,1,17,0.57,0.57,41,1.025,1,46.58761978149414,6.827226638793945,159778,553141
Grangettes FR,15,0.75,0.75,26,0.87,0.87,29,0.97,0.97,60,1.5,1,46.67215347290039,6.974747180938721,169097.25,564502.625
La Joux FR,12,0.6,0.6,36,1.2,1,24,0.8,0.8,49,1.225,1,46.62935256958008,6.939281463623047,164356.203125,561758.375
Lieffrens FR,18,0.9,0.9,37,1.23,1,31,1.03,1,44,1.1,1,46.636695861816406,6.900811672210693,165192,558818
Lussy FR,21,1.05,1,28,0.93,0.93,31,1.03,1,50,1.25,1,46.54685974121094,6.903100490570068,155204.28125,558924.9375
La Magne FR,14,0.7,0.7,37,1.23,1,28,0.93,0.93,49,1.225,1,46.65398406982422,6.882959842681885,167123.40625,557464.6875
Massonnens FR,17,0.85,0.85,39,1.3,1,31,1.03,1,56,1.4,1,46.69724655151367,6.975091457366943,171886.5,564545.5
Mézières FR,15,0.75,0.75,29,0.97,0.97,27,0.9,0.9,43,1.075,1,46.686553955078125,6.932669162750244,170718.265625,561293.125
Middes FR,19,0.95,0.95,30,1,1,31,1.03,1,49,1.225,1,46.76793670654297,6.949300289154053,179757,562622
Montet (Glâne) FR,21,1.05,1,41,1.37,1,21,0.7,0.7,47,1.175,1,46.6397705078125,6.816378593444824,165581.75,552355.6875
Mossel FR,20,1,1,50,1.67,1,20,0.67,0.67,50,1.25,1,46.60776138305664,6.849332332611084,162004,554852
La Neirigue FR,16,0.8,0.8,26,0.87,0.87,29,0.97,0.97,60,1.5,1,46.678775787353516,6.954139709472656,169843,562930.3125
Orsonnens FR,17,0.85,0.85,38,1.27,1,31,1.03,1,56,1.4,1,46.70726013183594,6.996086120605469,172990.53125,566157.5625
Prez-vers-Siviriez FR,17,0.85,0.85,48,1.6,1,23,0.77,0.77,58,1.45,1,46.63816833496094,6.8738017082214355,165370,556751
Promasens FR,16,0.8,0.8,39,1.3,1,16,0.53,0.53,39,0.975,0.98,46.601505279541016,6.822918891906738,161324,552823
Romont FR,17,0.85,0.85,18,0.6,0.6,27,0.9,0.9,31,0.775,0.78,46.69867706298828,6.923173904418945,172070.6875,560575.625
Rue FR,17,0.85,0.85,45,1.5,1,17,0.57,0.57,51,1.275,1,46.60560607910156,6.830566883087158,161775.125,553412.5
Siviriez FR,16,0.8,0.8,35,1.17,1,21,0.7,0.7,56,1.4,1,46.65058898925781,6.885684967041016,166744.375,557670.625
Sommentier FR,14,0.7,0.7,37,1.23,1,27,0.9,0.9,44,1.1,1,46.63837814331055,6.912275314331055,165373,559697
Torny-le-Grand FR,17,0.85,0.85,27,0.9,0.9,29,0.97,0.97,52,1.3,1,46.7707405090332,6.9657816886901855,180061.09375,563882.8125
Ursy FR,16,0.8,0.8,40,1.33,1,16,0.53,0.53,52,1.3,1,46.63157653808594,6.8430986404418945,164654.6875,554394.625
Vauderens FR,19,0.95,0.95,32,1.07,1,19,0.63,0.63,32,0.8,0.8,46.62135696411133,6.850058555603027,163515,554919
Villaraboud FR,16,0.8,0.8,43,1.43,1,25,0.83,0.83,50,1.25,1,46.659400939941406,6.9126200675964355,167709.703125,559739.125
Villargiroud FR,17,0.85,0.85,41,1.37,1,32,1.07,1,59,1.475,1,46.70416259765625,7.001360893249512,172644,566559
Villariaz FR,13,0.65,0.65,34,1.13,1,26,0.87,0.87,50,1.25,1,46.66489028930664,6.940067768096924,168306.40625,561843.8125
Villarimboud FR,19,0.95,0.95,35,1.17,1,30,1,1,56,1.4,1,46.740421295166016,6.964351177215576,176691,563753.125
Villarsiviriaux FR,18,0.9,0.9,42,1.4,1,33,1.1,1,61,1.525,1,46.699501037597656,7.010712146759033,172121.796875,567271.3125
Villaz-Saint-Pierre FR,19,0.95,0.95,26,0.87,0.87,31,1.03,1,46,1.15,1,46.719749450683594,6.960326671600342,174395,563431.5
Vuarmarens FR,18,0.9,0.9,41,1.37,1,18,0.6,0.6,46,1.15,1,46.64510726928711,6.830146312713623,166166.65625,553414.4375
Vuisternens-devant-Romont FR,12,0.6,0.6,28,0.93,0.93,26,0.87,0.87,47,1.175,1,46.653934478759766,6.933217525482178,167091.65625,561311.6875
Albeuve FR,14,0.7,0.7,22,0.73,0.73,42,1.4,1,87,2.175,1,46.51692581176758,7.056121349334717,151808,570645
